customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_months,monthly_per_service,is_month_to_month,has_fiber,no_online_support,avg_monthly_spend,past_emails_sent,past_discount_offered,support_tickets_6m,days_since_last_interaction,CLV
3071-VBYPO,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,0,3,29.95,1,1,0,62.1,2,5,1,118,838.35
9560-BBZXK,Female,0,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,0,36,15.525,0,0,1,30.44189189189189,2,5,0,246,913.2567567567567
5299-RULOA,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,1,10,33.416666666666664,1,1,1,96.78636363636365,1,0,0,97,1645.368181818182
8402-OOOHJ,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,0,41,10.325,0,0,0,19.88452380952381,2,5,0,169,646.2470238095239
9445-ZUEQE,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,0,27,28.400000000000002,1,1,0,76.84285714285714,2,0,0,309,1959.492857142857
1091-SOZGA,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,0,56,33.266666666666666,0,1,1,96.76228070175438,0,0,2,66,3870.491228070175
2928-HLDBA,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,0,6,10.35,1,0,0,16.107142857142858,1,10,2,55,241.60714285714286
0404-SWRVG,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,1,3,24.8,1,1,1,57.3875,3,5,1,45,774.73125
6497-TILVL,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,0,7,16.900000000000002,1,0,1,43.79375,4,0,1,4,678.803125
7219-TLZHO,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,0,4,10.425,1,0,0,12.58,3,5,3,55,176.12
4622-YNKIJ,Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,0,33,29.650000000000002,0,1,0,89.0485294117647,0,10,0,150,2537.883088235294
4412-YLTKF,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,1,27,26.016666666666666,1,1,1,76.26785714285714,0,0,0,317,1944.830357142857
6734-PSBAW,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,0,72,11.775,0,0,0,23.615753424657534,0,0,1,140,1133.5561643835617
3930-ZGWVE,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,0,1,9.875,1,0,0,9.875,1,5,0,314,123.4375
2639-UGMAZ,Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,0,71,28.225,0,0,0,55.35208333333333,2,0,1,283,2629.2239583333335
2876-GZYZC,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,0,13,28.650000000000002,1,1,1,86.83214285714287,2,0,3,5,1606.394642857143
6207-WIOLX,Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,1,25,29.3,1,0,0,57.79423076923077,5,5,0,188,1415.958653846154
8587-XYZSF,Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,0,67,16.849999999999998,0,0,0,47.942647058823525,1,0,2,316,2181.39044117647
3091-FYHKI,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,1,1,17.725,1,0,1,17.725,3,0,2,218,221.56250000000003
2372-HWUHI,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,1,2,14.783333333333333,1,0,1,27.083333333333332,4,0,2,172,352.0833333333333
7799-LGRDP,Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,0,43,12.85,0,0,0,27.004545454545454,2,0,0,92,904.6522727272727
7850-VWJUU,Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,0,23,25.0,1,1,1,74.10416666666667,3,10,0,11,1741.4479166666667
3774-VBNXY,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,0,64,10.1,0,0,0,19.657692307692308,2,0,5,162,864.9384615384615
6217-KDYWC,Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,0,57,9.8,0,0,0,20.181896551724137,1,0,0,317,817.3668103448275
0390-DCFDQ,Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,1,1,23.483333333333334,1,1,1,35.225,4,10,0,4,440.3125
3146-MSEGF,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,0,72,29.349999999999998,0,0,0,88.02260273972603,1,10,1,65,4225.084931506849
4080-OGPJL,Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,1,8,23.71666666666667,1,0,0,62.62777777777777,3,0,2,202,1002.0444444444444
1095-WGNGG,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,0,61,33.68333333333333,0,1,0,96.31048387096774,1,10,0,323,4093.1955645161293
2636-SJDOU,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,0,64,28.099999999999998,0,1,0,81.37,1,0,0,341,3580.28
1131-QQZEB,Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,0,71,11.975,0,0,0,24.391666666666666,3,0,1,192,1158.6041666666665
5716-EZXZN,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,0,65,33.016666666666666,0,1,0,97.22272727272727,0,0,4,364,4326.411363636364
6837-BJYDQ,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,0,3,9.8,0,0,0,15.3375,1,0,1,335,207.05625
2135-RXIHG,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,1,1,15.216666666666667,1,0,1,22.825,1,0,2,65,285.3125
6440-DKQGE,Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,0,30,21.5,0,0,0,62.25645161290323,0,0,1,168,1680.9241935483872
3466-BYAVD,Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,0,15,23.166666666666668,1,0,0,66.9625,1,0,1,154,1305.7687500000002
3780-YVMFA,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,0,8,22.849999999999998,1,0,0,62.705555555555556,2,0,2,75,1003.2888888888889
3874-EQOEP,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,1,7,31.666666666666668,1,1,1,81.9375,0,0,0,260,1270.03125
1679-JRFBR,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,0,70,36.050000000000004,0,1,0,111.69788732394366,3,0,1,132,5249.800704225352
9073-ZZIAY,Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,0,62,28.7,0,0,0,82.78174603174604,4,0,2,341,3559.6150793650795
3077-RSNTJ,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,0,6,9.85,1,0,0,16.214285714285715,4,0,2,140,243.21428571428572
6551-GNYDG,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,0,14,26.96666666666667,1,1,1,76.85333333333332,1,0,2,335,1460.2133333333331
9167-APMXZ,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,0,22,28.05,1,1,1,79.21521739130435,1,0,2,345,1821.95
2749-CTKAJ,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,0,22,10.075,0,0,0,18.256521739130434,0,0,0,136,419.9
6371-NZYEG,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,0,16,21.416666666666668,0,0,1,60.23529411764706,0,0,0,175,1204.7058823529412
7554-NEWDD,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,0,10,12.85,0,0,0,22.87272727272727,4,5,4,287,388.8363636363636
8992-VONJD,Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,0,13,18.666666666666668,1,0,0,54.61071428571428,2,10,0,338,1010.2982142857142
0867-MKZVY,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,1,20,27.46666666666667,1,1,1,75.82619047619048,1,5,3,35,1668.1761904761904
4482-EWFMI,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,0,2,23.233333333333334,1,1,1,45.06666666666666,1,0,2,142,585.8666666666666
4648-YPBTM,Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,0,53,24.633333333333336,0,0,0,73.30092592592592,3,0,2,136,2822.0856481481483
2907-ILJBN,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,0,11,10.3,0,0,0,19.491666666666667,4,0,1,15,341.1041666666667
6345-FZOQH,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,0,69,9.95,0,0,0,19.477857142857143,4,10,0,249,905.7203571428572
3376-BMGFE,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,1,4,23.633333333333336,1,1,1,54.6,3,0,0,5,764.4
5997-OPVFA,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,0,72,29.683333333333334,0,0,0,85.67739726027396,2,0,3,71,4112.5150684931505
3445-HXXGF,Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,1,58,22.65,1,0,0,44.93559322033898,2,0,2,160,1842.3593220338983
1159-WFSGR,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,0,16,10.2,1,0,0,18.905882352941177,0,5,1,223,378.11764705882354
7654-YWJUF,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,0,43,28.083333333333332,0,1,0,80.4375,4,0,3,355,2694.65625
1875-QIVME,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,1,2,34.800000000000004,1,1,0,80.93333333333334,2,0,2,314,1052.1333333333334
6727-IOTLZ,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,0,14,27.316666666666666,0,0,0,78.78333333333333,5,5,0,35,1496.8833333333332
0691-JVSYA,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,1,53,31.616666666666664,0,1,1,92.59629629629629,2,0,0,33,3564.957407407407
5918-VUKWP,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,0,32,10.275,0,0,0,19.834848484848482,0,0,3,12,555.3757575757575
1744-JHKYS,Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,0,34,12.35,1,0,0,22.291428571428572,3,0,0,201,646.4514285714286
2656-FMOKZ,Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,1,15,24.816666666666666,1,1,1,71.60625,5,0,3,56,1396.321875
2070-FNEXE,Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,1,7,25.483333333333334,1,1,1,62.95,1,0,3,6,975.725
5947-SGKCL,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,0,15,35.11666666666667,1,1,0,97.453125,0,0,1,314,1900.3359375
3712-PKXZA,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,0,61,10.275,0,0,0,20.193548387096776,8,0,2,110,858.2258064516129
6317-YPKDH,Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,1,1,14.975,1,0,0,14.975,1,5,3,115,187.1875
6582-OIVSP,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,0,1,15.1,1,0,1,22.65,2,0,1,306,283.125
9367-WXLCH,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,1,8,28.166666666666668,1,1,1,73.62777777777778,3,0,2,258,1178.0444444444445
5524-KHNJP,Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,0,33,24.916666666666668,0,0,1,72.15588235294118,4,0,3,154,2056.4426470588237
1918-ZBFQJ,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,1,13,26.416666666666668,1,1,0,79.40357142857144,3,5,2,205,1468.9660714285717
1024-GUALD,Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,1,1,12.4,1,0,1,12.4,0,0,1,309,155.0
4827-USJHP,Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,0,20,17.266666666666666,1,0,0,48.75476190476191,0,0,0,93,1072.604761904762
8167-GJLRN,Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,0,3,15.2,1,0,0,20.5375,3,0,3,191,277.25625
0956-SYCWG,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,0,13,9.825,0,0,0,17.485714285714288,1,0,1,289,323.4857142857143
8017-UVSZU,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,0,40,18.866666666666667,1,0,0,58.02682926829268,2,0,1,278,1856.8585365853658
7100-FQPRV,Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,0,43,23.96666666666667,0,0,0,72.12159090909091,3,5,1,47,2416.0732954545456
2472-OVKUP,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,1,6,30.333333333333332,1,1,0,75.85714285714286,5,0,2,54,1137.857142857143
2984-RGEYA,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,0,69,9.875,0,0,0,19.64857142857143,2,10,0,16,913.6585714285715
9680-NIAUV,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,0,72,36.56666666666667,0,1,0,111.36027397260274,3,0,2,334,5345.293150684932
2146-EGVDT,Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1192.7,0,59,9.65,0,0,0,19.878333333333334,2,5,0,61,824.9508333333333
2604-IJPDU,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,0,20,32.18333333333333,1,1,0,90.5547619047619,0,0,1,124,1992.2047619047619
9178-JHUVJ,Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,587.4,0,24,12.05,0,0,0,23.496,0,0,0,236,563.904
6168-YBYNP,Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,0,59,37.11666666666667,1,1,0,108.6625,1,0,1,60,4509.49375
7255-SSFBC,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,0,72,37.416666666666664,0,1,0,110.15958904109588,1,0,0,43,5287.660273972602
3645-DEYGF,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,20.75,0,1,10.375,1,0,0,10.375,3,5,4,326,129.6875
9323-HGFWY,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,0,27,33.96666666666667,0,1,0,95.75535714285715,1,0,0,127,2441.7616071428574
8544-GOQSH,Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,0,14,26.683333333333334,1,1,0,74.15333333333334,0,0,1,258,1408.9133333333334
3363-DTIVD,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,0,71,35.18333333333333,0,1,1,102.85416666666667,1,0,0,200,4885.572916666667
7018-WBJNK,Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,0,13,26.099999999999998,1,1,1,73.85357142857143,1,5,1,322,1366.2910714285715
9142-KZXOP,Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,0,44,22.95,1,1,1,65.75444444444445,0,0,4,111,2235.6511111111113
7674-YTAFD,Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,0,33,26.650000000000002,0,1,0,78.96617647058824,1,5,2,354,2250.536029411765
6348-SNFUS,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,0,72,27.725,0,0,0,57.249315068493146,2,5,0,142,2747.967123287671
1285-OKIPP,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,1,1,26.633333333333336,1,1,1,39.95,0,5,2,206,499.37500000000006
7825-ECJRF,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,1,19,35.53333333333333,1,1,0,96.7225,2,0,0,358,2079.53375
1347-KTTTA,Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,0,64,34.15,0,1,0,102.37076923076924,2,0,0,139,4504.3138461538465
7841-TZDMQ,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,84.5,1,2,15.333333333333334,1,0,1,28.166666666666668,3,0,1,226,366.1666666666667
4195-NZGTA,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,0,1,12.625,1,0,1,12.625,1,5,2,318,157.8125
7157-SMCFK,Male,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,1124.2,0,61,9.875,0,0,0,18.13225806451613,2,5,2,135,770.6209677419355
4709-LKHYG,Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,540.05,0,29,10.0,0,0,0,18.001666666666665,2,0,2,289,477.0441666666666
2504-DSHIH,Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,1975.85,0,23,28.933333333333334,1,1,1,82.32708333333333,3,5,0,199,1934.6864583333333
0699-NDKJM,Female,0,Yes,No,57,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,0,57,29.375,1,0,0,59.266379310344824,1,0,0,277,2400.2883620689654
9286-BHDQG,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,0,72,22.625,0,0,0,43.01095890410959,2,0,1,305,2064.5260273972603
0230-WEQUW,Male,0,Yes,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,0,66,28.3,0,0,0,56.55522388059701,1,0,2,139,2544.9850746268658
2040-LDIWQ,Male,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,0,65,28.066666666666666,0,0,0,80.67424242424242,0,10,1,149,3590.003787878788
6496-JDSSB,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,0,8,26.666666666666668,1,1,1,69.4,1,5,3,90,1110.4
9408-SSNVZ,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,268.35,1,4,23.383333333333336,1,1,1,53.67,1,5,0,185,751.38
4443-EMBNA,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1836.9,0,71,12.375,0,0,0,25.512500000000003,5,10,2,81,1211.8437500000002
6469-MRVET,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.2,20.2,0,1,10.1,0,0,0,10.1,3,0,0,18,126.25
